Frequency (Hz),Period (uSecs),Max Duty Cycle (Percent),Max Pulse Width (uSecs),PWM Divider,PWM Range
"2,211",452.08,100.00%,452.08,35,248
"2,212",452.03,100.00%,452.03,11,789
"2,213",451.88,100.00%,451.88,36,241
"2,214",451.56,100.00%,451.56,34,255
"2,215",451.46,100.00%,451.46,44,197
"2,216",451.25,100.00%,451.25,12,722
"2,217",450.94,100.00%,450.94,37,234
"2,218",450.83,100.00%,450.83,541,16
"2,219",450.57,100.00%,450.57,41,211
"2,220",450.31,100.00%,450.31,33,262
"2,221",450.16,100.00%,450.16,43,201
"2,222",450,100.00%,450,9,960
"2,223",449.79,100.00%,449.79,34,254
"2,224",449.58,100.00%,449.58,52,166
"2,225",449.38,100.00%,449.38,12,719
"2,226",449.17,100.00%,449.17,44,196
"2,227",449.01,100.00%,449.01,37,233
"2,228",448.65,100.00%,448.65,73,118
"2,229",448.59,100.00%,448.59,33,261
"2,230",448.33,100.00%,448.33,16,538
"2,231",448.13,100.00%,448.13,36,239
"2,232",448.02,100.00%,448.02,34,253
"2,233",447.66,100.00%,447.66,45,191
"2,234",447.5,100.00%,447.5,48,179
"2,235",447.4,100.00%,447.4,10,859
"2,236",447.08,100.00%,447.08,37,232
"2,237",446.88,100.00%,446.88,33,260
"2,238",446.72,100.00%,446.72,9,953
"2,239",446.61,100.00%,446.61,35,245
"2,240",446.25,100.00%,446.25,34,252
"2,241",446.2,100.00%,446.2,13,659
"2,242",445.83,100.00%,445.83,40,214
"2,243",445.68,100.00%,445.68,43,199
"2,244",445.63,100.00%,445.63,12,713
"2,245",445.31,100.00%,445.31,38,225
"2,246",445.16,100.00%,445.16,33,259
"2,247",444.84,100.00%,444.84,39,219
"2,248",444.79,100.00%,444.79,35,244
"2,249",444.58,100.00%,444.58,11,776
"2,250",444.38,100.00%,444.38,36,237
"2,251",444.17,100.00%,444.17,41,208
"2,252",444.01,100.00%,444.01,55,155
"2,253",443.75,100.00%,443.75,10,852
"2,254",443.59,100.00%,443.59,51,167
"2,255",443.44,100.00%,443.44,9,946
"2,256",443.23,100.00%,443.23,10,851
"2,257",442.97,100.00%,442.97,35,243
"2,258",442.71,100.00%,442.71,34,250
"2,259",442.5,100.00%,442.5,36,236
"2,260",442.29,100.00%,442.29,44,193
"2,261",442.19,100.00%,442.19,566,15
"2,262",442.03,100.00%,442.03,41,207
"2,263",441.72,100.00%,441.72,33,257
"2,264",441.67,100.00%,441.67,40,212
"2,265",441.35,100.00%,441.35,38,223
"2,266",441.15,100.00%,441.15,35,242
"2,267",440.94,100.00%,440.94,34,249
"2,268",440.78,100.00%,440.78,39,217
"2,269",440.63,100.00%,440.63,36,235
"2,270",440.42,100.00%,440.42,56,151
"2,271",440.26,100.00%,440.26,79,107
"2,272",440.1,100.00%,440.1,10,845
"2,273",439.9,100.00%,439.9,41,206
"2,274",439.58,100.00%,439.58,40,211
"2,275",439.38,100.00%,439.38,37,228
"2,276",439.32,100.00%,439.32,35,241
"2,277",439.17,100.00%,439.17,34,248
"2,278",438.96,100.00%,438.96,43,196
"2,279",438.75,100.00%,438.75,36,234
"2,280",438.44,100.00%,438.44,46,183
"2,281",438.28,100.00%,438.28,33,255
"2,282",438.18,100.00%,438.18,47,179
"2,283",437.97,100.00%,437.97,2803,3
"2,284",437.81,100.00%,437.81,9,934
"2,285",437.5,100.00%,437.5,35,240
"2,286",437.4,100.00%,437.4,34,247
"2,287",437.24,100.00%,437.24,73,115
"2,288",436.88,100.00%,436.88,36,233
"2,289",436.72,100.00%,436.72,39,215
"2,290",436.56,100.00%,436.56,33,254
"2,291",436.41,100.00%,436.41,49,171
"2,292",436.25,100.00%,436.25,12,698
"2,293",435.94,100.00%,435.94,45,186
"2,294",435.83,100.00%,435.83,16,523
"2,295",435.63,100.00%,435.63,34,246
"2,296",435.52,100.00%,435.52,37,226
"2,297",435.31,100.00%,435.31,14,597
"2,298",435,100.00%,435,36,232
"2,299",434.84,100.00%,434.84,33,253
"2,300",434.69,100.00%,434.69,39,214
"2,301",434.48,100.00%,434.48,43,194
"2,302",434.38,100.00%,434.38,10,834
"2,303",434.17,100.00%,434.17,521,16
"2,304",433.85,100.00%,433.85,34,245
"2,305",433.75,100.00%,433.75,347,24
"2,306",433.59,100.00%,433.59,37,225
"2,307",433.44,100.00%,433.44,38,219
"2,308",433.13,100.00%,433.13,9,924
"2,309",432.97,100.00%,432.97,51,163
"2,310",432.81,100.00%,432.81,554,15
"2,311",432.66,100.00%,432.66,39,213
"2,312",432.5,100.00%,432.5,12,692
"2,313",432.24,100.00%,432.24,43,193
"2,314",432.08,100.00%,432.08,34,244
"2,315",431.88,100.00%,431.88,12,691
"2,316",431.67,100.00%,431.67,37,224
"2,317",431.46,100.00%,431.46,38,218
"2,318",431.41,100.00%,431.41,33,251
"2,319",431.2,100.00%,431.2,17,487
"2,320",430.94,100.00%,430.94,42,197
"2,321",430.83,100.00%,430.83,44,188
"2,322",430.63,100.00%,430.63,39,212
"2,323",430.31,100.00%,430.31,34,243
"2,324",430.21,100.00%,430.21,35,236
"2,325",430,100.00%,430,43,192
"2,326",429.84,100.00%,429.84,9,917
"2,327",429.69,100.00%,429.69,33,250
"2,328",429.38,100.00%,429.38,36,229
"2,329",429.27,100.00%,429.27,13,634
"2,330",429.17,100.00%,429.17,10,824
"2,331",428.91,100.00%,428.91,45,183
"2,332",428.75,100.00%,428.75,42,196
"2,333",428.54,100.00%,428.54,34,242
"2,334",428.39,100.00%,428.39,35,235
"2,335",428.13,100.00%,428.13,10,822
"2,336",427.97,100.00%,427.97,33,249
"2,337",427.86,100.00%,427.86,31,265
"2,338",427.66,100.00%,427.66,51,161
"2,339",427.5,100.00%,427.5,9,912
"2,340",427.34,100.00%,427.34,547,15
"2,341",427.08,100.00%,427.08,40,205
"2,342",426.82,100.00%,426.82,55,149
"2,343",426.77,100.00%,426.77,34,241
"2,344",426.56,100.00%,426.56,35,234
"2,345",426.41,100.00%,426.41,2729,3
"2,346",426.25,100.00%,426.25,8,1023
"2,347",426.04,100.00%,426.04,10,818
"2,348",425.89,100.00%,425.89,37,221
"2,349",425.63,100.00%,425.63,36,227
"2,350",425.52,100.00%,425.52,38,215
"2,351",425.21,100.00%,425.21,52,157
"2,352",425,100.00%,425,34,240
"2,353",424.95,100.00%,424.95,41,199
"2,354",424.74,100.00%,424.74,35,233
"2,355",424.58,100.00%,424.58,8,1019
"2,356",424.38,100.00%,424.38,12,679
"2,357",424.22,100.00%,424.22,45,181
"2,358",423.96,100.00%,423.96,37,220
"2,359",423.75,100.00%,423.75,36,226
"2,360",423.65,100.00%,423.65,49,166
"2,361",423.54,100.00%,423.54,38,214
"2,362",423.33,100.00%,423.33,8,1016
"2,363",423.18,100.00%,423.18,125,65
"2,364",422.92,100.00%,422.92,35,232
"2,365",422.81,100.00%,422.81,33,246
"2,366",422.5,100.00%,422.5,39,208
"2,367",422.34,100.00%,422.34,51,159
"2,368",422.19,100.00%,422.19,42,193
"2,369",422.08,100.00%,422.08,8,1013
"2,370",421.88,100.00%,421.88,9,900
"2,371",421.67,100.00%,421.67,44,184
"2,372",421.46,100.00%,421.46,34,238
"2,373",421.41,100.00%,421.41,87,93
"2,374",421.09,100.00%,421.09,33,245
"2,375",421.04,100.00%,421.04,43,188
"2,376",420.83,100.00%,420.83,8,1010
"2,377",420.68,100.00%,420.68,41,197
"2,378",420.47,100.00%,420.47,39,207
"2,379",420.31,100.00%,420.31,10,807
"2,380",420,100.00%,420,36,224
"2,381",419.95,100.00%,419.95,11,733
"2,382",419.79,100.00%,419.79,10,806
"2,383",419.58,100.00%,419.58,38,212
"2,384",419.38,100.00%,419.38,33,244
"2,385",419.27,100.00%,419.27,35,230
"2,386",419.06,100.00%,419.06,54,149
"2,387",418.8,100.00%,418.8,43,187
"2,388",418.75,100.00%,418.75,8,1005
"2,389",418.44,100.00%,418.44,39,206
"2,390",418.33,100.00%,418.33,8,1004
"2,391",418.13,100.00%,418.13,36,223
"2,392",417.92,100.00%,417.92,34,236
"2,393",417.81,100.00%,417.81,42,191
"2,394",417.66,100.00%,417.66,33,243
"2,395",417.5,100.00%,417.5,8,1002
"2,396",417.34,100.00%,417.34,2671,3
"2,397",417.08,100.00%,417.08,44,182
"2,398",416.88,100.00%,416.88,46,174
"2,399",416.82,100.00%,416.82,53,151
"2,400",416.67,100.00%,416.67,8,1000
"2,401",416.41,100.00%,416.41,39,205
"2,402",416.25,100.00%,416.25,36,222
"2,403",416.15,100.00%,416.15,10,799
"2,404",415.94,100.00%,415.94,33,242
"2,405",415.78,100.00%,415.78,9,887
"2,406",415.63,100.00%,415.63,10,798
"2,407",415.42,100.00%,415.42,8,997
"2,408",415.26,100.00%,415.26,119,67
"2,409",415,100.00%,415,48,166
"2,410",414.79,100.00%,414.79,44,181
"2,411",414.69,100.00%,414.69,2654,3
"2,412",414.58,100.00%,414.58,8,995
"2,413",414.38,100.00%,414.38,9,884
"2,414",414.22,100.00%,414.22,33,241
"2,415",414.06,100.00%,414.06,50,159
"2,416",413.8,100.00%,413.8,35,227
"2,417",413.65,100.00%,413.65,38,209
"2,418",413.44,100.00%,413.44,42,189
"2,419",413.33,100.00%,413.33,8,992
"2,420",413.07,100.00%,413.07,77,103
"2,421",413.02,100.00%,413.02,122,65
"2,422",412.76,100.00%,412.76,317,25
"2,423",412.71,100.00%,412.71,14,566
"2,424",412.5,100.00%,412.5,8,990
"2,425",412.34,100.00%,412.34,39,203
"2,426",412.14,100.00%,412.14,41,193
"2,427",412.03,100.00%,412.03,9,879
"2,428",411.72,100.00%,411.72,51,155
"2,429",411.67,100.00%,411.67,8,988
"2,430",411.46,100.00%,411.46,10,790
"2,431",411.25,100.00%,411.25,42,188
"2,432",411.15,100.00%,411.15,3947,2
"2,433",410.89,100.00%,410.89,49,161
"2,434",410.83,100.00%,410.83,8,986
"2,435",410.63,100.00%,410.63,36,219
"2,436",410.47,100.00%,410.47,37,213
"2,437",410.31,100.00%,410.31,39,202
"2,438",410.16,100.00%,410.16,9,875
"2,439",410,100.00%,410,8,984
"2,440",409.69,100.00%,409.69,38,207
"2,441",409.64,100.00%,409.64,55,143
"2,442",409.38,100.00%,409.38,131,60
"2,443",409.22,100.00%,409.22,81,97
"2,444",409.06,100.00%,409.06,33,238
"2,445",408.85,100.00%,408.85,50,157
"2,446",408.75,100.00%,408.75,36,218
"2,447",408.54,100.00%,408.54,37,212
"2,448",408.33,100.00%,408.33,35,224
"2,449",408.28,100.00%,408.28,39,201
"2,450",408.13,100.00%,408.13,12,653
"2,451",407.86,100.00%,407.86,41,191
"2,452",407.71,100.00%,407.71,38,206
"2,453",407.6,100.00%,407.6,43,182
"2,454",407.34,100.00%,407.34,33,237
"2,455",407.29,100.00%,407.29,10,782
"2,456",407.08,100.00%,407.08,8,977
"2,457",406.88,100.00%,406.88,36,217
"2,458",406.77,100.00%,406.77,55,142
"2,459",406.67,100.00%,406.67,8,976
"2,460",406.35,100.00%,406.35,47,166
"2,461",406.25,100.00%,406.25,8,975
"2,462",406.15,100.00%,406.15,14,557
"2,463",405.94,100.00%,405.94,433,18
"2,464",405.83,100.00%,405.83,8,974
"2,465",405.63,100.00%,405.63,33,236
"2,466",405.36,100.00%,405.36,43,181
"2,467",405.26,100.00%,405.26,251,31
"2,468",405.05,100.00%,405.05,77,101
"2,469",405,100.00%,405,8,972
"2,470",404.79,100.00%,404.79,116,67
"2,471",404.69,100.00%,404.69,35,222
"2,472",404.48,100.00%,404.48,11,706
"2,473",404.22,100.00%,404.22,39,199
"2,474",404.17,100.00%,404.17,8,970
"2,475",403.91,100.00%,403.91,33,235
"2,476",403.75,100.00%,403.75,34,228
"2,477",403.59,100.00%,403.59,41,189
"2,478",403.54,100.00%,403.54,52,149
"2,479",403.33,100.00%,403.33,44,176
"2,480",403.13,100.00%,403.13,36,215
"2,481",403.02,100.00%,403.02,53,146
"2,482",402.86,100.00%,402.86,35,221
"2,483",402.71,100.00%,402.71,3866,2
"2,484",402.5,100.00%,402.5,42,184
"2,485",402.34,100.00%,402.34,75,103
"2,486",402.19,100.00%,402.19,9,858
"2,487",401.98,100.00%,401.98,34,227
"2,488",401.88,100.00%,401.88,12,643
"2,489",401.67,100.00%,401.67,241,32
"2,490",401.56,100.00%,401.56,10,771
"2,491",401.41,100.00%,401.41,21,367
"2,492",401.25,100.00%,401.25,8,963
"2,493",401.04,100.00%,401.04,35,220
"2,494",400.83,100.00%,400.83,37,208
"2,495",400.78,100.00%,400.78,9,855
"2,496",400.63,100.00%,400.63,641,12
"2,497",400.47,100.00%,400.47,33,233
"2,498",400.21,100.00%,400.21,34,226
"2,499",400.16,100.00%,400.16,13,591
"2,500",400,100.00%,400,8,960
"2,501",399.79,100.00%,399.79,19,404
"2,502",399.58,100.00%,399.58,8,959
"2,503",399.38,100.00%,399.38,36,213
"2,504",399.32,100.00%,399.32,11,697
"2,505",399.17,100.00%,399.17,8,958
"2,506",398.91,100.00%,398.91,37,207
"2,507",398.75,100.00%,398.75,33,232
"2,508",398.65,100.00%,398.65,43,178
"2,509",398.44,100.00%,398.44,34,225
"2,510",398.33,100.00%,398.33,8,956
"2,511",398.13,100.00%,398.13,39,196
"2,512",398.02,100.00%,398.02,3821,2
"2,513",397.92,100.00%,397.92,8,955
"2,514",397.71,100.00%,397.71,46,166
"2,515",397.5,100.00%,397.5,36,212
"2,516",397.4,100.00%,397.4,35,218
"2,517",397.19,100.00%,397.19,41,186
"2,518",397.03,100.00%,397.03,33,231
"2,519",396.98,100.00%,396.98,37,206
"2,520",396.82,100.00%,396.82,401,19
"2,521",396.67,100.00%,396.67,8,952
"2,522",396.41,100.00%,396.41,43,177
"2,523",396.25,100.00%,396.25,317,24
"2,524",396.09,100.00%,396.09,39,195
"2,525",395.94,100.00%,395.94,42,181
"2,526",395.83,100.00%,395.83,8,950
"2,527",395.57,100.00%,395.57,35,217
"2,528",395.42,100.00%,395.42,52,146
"2,529",395.31,100.00%,395.31,10,759
"2,530",395.21,100.00%,395.21,3794,2
"2,531",395.05,100.00%,395.05,37,205
"2,532",394.9,100.00%,394.9,34,223
"2,533",394.74,100.00%,394.74,53,143
"2,534",394.58,100.00%,394.58,8,947
"2,535",394.38,100.00%,394.38,12,631
"2,536",394.17,100.00%,394.17,43,176
"2,537",394.06,100.00%,394.06,39,194
"2,538",394.01,100.00%,394.01,17,445
"2,539",393.75,100.00%,393.75,35,216
"2,540",393.59,100.00%,393.59,33,229
"2,541",393.49,100.00%,393.49,1511,5
"2,542",393.39,100.00%,393.39,83,91
"2,543",393.23,100.00%,393.23,10,755
"2,544",393.02,100.00%,393.02,49,154
"2,545",392.92,100.00%,392.92,8,943
"2,546",392.71,100.00%,392.71,52,145
"2,547",392.5,100.00%,392.5,48,157
"2,548",392.45,100.00%,392.45,55,137
"2,549",392.19,100.00%,392.19,251,30
"2,550",392.08,100.00%,392.08,8,941
"2,551",391.88,100.00%,391.88,33,228
"2,552",391.72,100.00%,391.72,109,69
"2,553",391.67,100.00%,391.67,8,940
"2,554",391.41,100.00%,391.41,45,167
"2,555",391.35,100.00%,391.35,34,221
"2,556",391.2,100.00%,391.2,37,203
"2,557",390.94,100.00%,390.94,54,139
"2,558",390.78,100.00%,390.78,41,183
"2,559",390.73,100.00%,390.73,11,682
"2,560",390.63,100.00%,390.63,10,750
"2,561",390.47,100.00%,390.47,49,153
"2,562",390.26,100.00%,390.26,127,59
"2,563",390.16,100.00%,390.16,33,227
"2,564",390,100.00%,390,8,936
"2,565",389.84,100.00%,389.84,15,499
"2,566",389.58,100.00%,389.58,34,220
"2,567",389.53,100.00%,389.53,9,831
"2,568",389.38,100.00%,389.38,12,623
"2,569",389.22,100.00%,389.22,47,159
"2,570",389.06,100.00%,389.06,45,166
"2,571",388.91,100.00%,388.91,19,393
"2,572",388.75,100.00%,388.75,311,24
"2,573",388.65,100.00%,388.65,41,182
"2,574",388.44,100.00%,388.44,33,226
"2,575",388.33,100.00%,388.33,8,932
"2,576",388.13,100.00%,388.13,36,207
"2,577",387.92,100.00%,387.92,38,196
"2,578",387.86,100.00%,387.86,11,677
"2,579",387.6,100.00%,387.6,122,61
"2,580",387.5,100.00%,387.5,40,186
"2,581",387.34,100.00%,387.34,37,201
"2,582",387.19,100.00%,387.19,42,177
"2,583",387.08,100.00%,387.08,8,929
"2,584",386.98,100.00%,386.98,10,743
"2,585",386.72,100.00%,386.72,33,225
"2,586",386.67,100.00%,386.67,8,928
"2,587",386.46,100.00%,386.46,35,212
"2,588",386.25,100.00%,386.25,36,206
"2,589",386.15,100.00%,386.15,674,11
"2,590",386.04,100.00%,386.04,34,218
"2,591",385.94,100.00%,385.94,38,195
"2,592",385.73,100.00%,385.73,46,161
"2,593",385.63,100.00%,385.63,617,12
"2,594",385.42,100.00%,385.42,37,200
"2,595",385.21,100.00%,385.21,43,172
"2,596",385.16,100.00%,385.16,51,145
"2,597",385,100.00%,385,33,224
"2,598",384.9,100.00%,384.9,739,10
"2,599",384.64,100.00%,384.64,35,211
"2,600",384.58,100.00%,384.58,8,923
"2,601",384.38,100.00%,384.38,36,205
"2,602",384.27,100.00%,384.27,14,527
"2,603",384.17,100.00%,384.17,8,922
"2,604",383.96,100.00%,383.96,38,194
"2,605",383.85,100.00%,383.85,55,134
"2,606",383.7,100.00%,383.7,53,139
"2,607",383.49,100.00%,383.49,37,199
"2,608",383.33,100.00%,383.33,40,184
"2,609",383.28,100.00%,383.28,11,669
"2,610",383.13,100.00%,383.13,12,613
"2,611",382.97,100.00%,382.97,43,171
"2,612",382.81,100.00%,382.81,10,735
"2,613",382.66,100.00%,382.66,31,237
"2,614",382.5,100.00%,382.5,34,216
"2,615",382.4,100.00%,382.4,3671,2
"2,616",382.24,100.00%,382.24,41,179
"2,617",382.08,100.00%,382.08,8,917
"2,618",381.88,100.00%,381.88,39,188
"2,619",381.77,100.00%,381.77,10,733
"2,620",381.67,100.00%,381.67,8,916
"2,621",381.51,100.00%,381.51,25,293
"2,622",381.25,100.00%,381.25,40,183
"2,623",381.2,100.00%,381.2,13,563
"2,624",380.99,100.00%,380.99,35,209
"2,625",380.94,100.00%,380.94,46,159
"2,626",380.73,100.00%,380.73,34,215
"2,627",380.63,100.00%,380.63,36,203
"2,628",380.42,100.00%,380.42,44,166
"2,629",380.26,100.00%,380.26,49,149
"2,630",380.1,100.00%,380.1,41,178
"2,631",380,100.00%,380,8,912
"2,632",379.84,100.00%,379.84,33,221
"2,633",379.69,100.00%,379.69,45,162
"2,634",379.64,100.00%,379.64,37,197
"2,635",379.43,100.00%,379.43,47,155
"2,636",379.27,100.00%,379.27,11,662
"2,637",379.17,100.00%,379.17,35,208
"2,638",378.96,100.00%,378.96,34,214
"2,639",378.91,100.00%,378.91,15,485
"2,640",378.75,100.00%,378.75,36,202
"2,641",378.54,100.00%,378.54,46,158
"2,642",378.49,100.00%,378.49,13,559
"2,643",378.33,100.00%,378.33,8,908
"2,644",378.13,100.00%,378.13,33,220
"2,645",378.02,100.00%,378.02,19,382
"2,646",377.92,100.00%,377.92,8,907
"2,647",377.71,100.00%,377.71,14,518
"2,648",377.6,100.00%,377.6,10,725
"2,649",377.5,100.00%,377.5,48,151
"2,650",377.34,100.00%,377.34,35,207
"2,651",377.19,100.00%,377.19,34,213
"2,652",376.98,100.00%,376.98,47,154
"2,653",376.88,100.00%,376.88,9,804
"2,654",376.67,100.00%,376.67,113,64
"2,655",376.56,100.00%,376.56,241,30
"2,656",376.41,100.00%,376.41,33,219
"2,657",376.25,100.00%,376.25,42,172
"2,658",376.15,100.00%,376.15,46,157
"2,659",376.04,100.00%,376.04,10,722
"2,660",375.83,100.00%,375.83,41,176
"2,661",375.78,100.00%,375.78,37,195
"2,662",375.52,100.00%,375.52,35,206
"2,663",375.42,100.00%,375.42,34,212
"2,664",375.26,100.00%,375.26,55,131
"2,665",375.16,100.00%,375.16,49,147
"2,666",375,100.00%,375,36,200
"2,667",374.95,100.00%,374.95,23,313
"2,668",374.69,100.00%,374.69,33,218
"2,669",374.58,100.00%,374.58,8,899
"2,670",374.53,100.00%,374.53,47,153
"2,671",374.38,100.00%,374.38,12,599
"2,672",374.17,100.00%,374.17,449,16
"2,673",374.06,100.00%,374.06,38,189
"2,674",373.96,100.00%,373.96,10,718
"2,675",373.75,100.00%,373.75,8,897
"2,676",373.65,100.00%,373.65,34,211
"2,677",373.54,100.00%,373.54,44,163
"2,678",373.33,100.00%,373.33,56,128
"2,679",373.23,100.00%,373.23,3583,2
"2,680",373.13,100.00%,373.13,9,796
"2,681",372.97,100.00%,372.97,7,1023
"2,682",372.81,100.00%,372.81,1193,6
"2,683",372.66,100.00%,372.66,45,159
"2,684",372.5,100.00%,372.5,48,149
"2,685",372.4,100.00%,372.4,10,715
"2,686",372.19,100.00%,372.19,397,18
"2,687",372.08,100.00%,372.08,38,188
"2,688",371.93,100.00%,371.93,37,193
"2,689",371.88,100.00%,371.88,34,210
"2,690",371.72,100.00%,371.72,39,183
"2,691",371.56,100.00%,371.56,41,174
"2,692",371.35,100.00%,371.35,46,155
"2,693",371.25,100.00%,371.25,33,216
"2,694",371.15,100.00%,371.15,7,1018
"2,695",371.04,100.00%,371.04,52,137
"2,696",370.83,100.00%,370.83,8,890
"2,697",370.78,100.00%,370.78,7,1017
"2,698",370.63,100.00%,370.63,12,593
"2,699",370.42,100.00%,370.42,56,127
"2,700",370.31,100.00%,370.31,45,158
"2,701",370.1,100.00%,370.1,34,209
"2,702",370.05,100.00%,370.05,7,1015
"2,703",369.9,100.00%,369.9,53,134
"2,704",369.69,100.00%,369.69,39,182
"2,705",369.64,100.00%,369.64,47,151
"2,706",369.53,100.00%,369.53,11,645
"2,707",369.38,100.00%,369.38,36,197
"2,708",369.22,100.00%,369.22,51,139
"2,709",369.01,100.00%,369.01,109,65
"2,710",368.96,100.00%,368.96,7,1012
"2,711",368.75,100.00%,368.75,40,177
"2,712",368.65,100.00%,368.65,3539,2
"2,713",368.59,100.00%,368.59,7,1011
"2,714",368.33,100.00%,368.33,34,208
"2,715",368.23,100.00%,368.23,35,202
"2,716",368.13,100.00%,368.13,12,589
"2,717",367.97,100.00%,367.97,45,157
"2,718",367.81,100.00%,367.81,33,214
"2,719",367.66,100.00%,367.66,39,181
"2,720",367.6,100.00%,367.6,3529,2
"2,721",367.5,100.00%,367.5,7,1008
"2,722",367.29,100.00%,367.29,41,172
"2,723",367.19,100.00%,367.19,47,150
"2,724",367.08,100.00%,367.08,8,881
"2,725",366.88,100.00%,366.88,587,12
"2,726",366.77,100.00%,366.77,7,1006
"2,727",366.67,100.00%,366.67,40,176
"2,728",366.56,100.00%,366.56,34,207
"2,729",366.41,100.00%,366.41,7,1005
"2,730",366.25,100.00%,366.25,8,879
"2,731",366.09,100.00%,366.09,33,213
"2,732",365.94,100.00%,365.94,3513,2
"2,733",365.83,100.00%,365.83,8,878
"2,734",365.68,100.00%,365.68,119,59
"2,735",365.63,100.00%,365.63,36,195
"2,736",365.36,100.00%,365.36,115,61
"2,737",365.31,100.00%,365.31,7,1002
"2,738",365.16,100.00%,365.16,41,171
"2,739",365.05,100.00%,365.05,43,163
"2,740",364.95,100.00%,364.95,7,1001
"2,741",364.79,100.00%,364.79,17,412
"2,742",364.58,100.00%,364.58,35,200
"2,743",364.53,100.00%,364.53,2333,3
"2,744",364.38,100.00%,364.38,33,212
"2,745",364.22,100.00%,364.22,37,189
"2,746",364.06,100.00%,364.06,10,699
"2,747",363.91,100.00%,363.91,51,137
"2,748",363.85,100.00%,363.85,7,998
"2,749",363.75,100.00%,363.75,8,873
"2,750",363.59,100.00%,363.59,39,179
"2,751",363.49,100.00%,363.49,7,997
"2,752",363.33,100.00%,363.33,8,872
"2,753",363.13,100.00%,363.13,42,166
"2,754",363.02,100.00%,363.02,10,697
"2,755",362.92,100.00%,362.92,52,134
"2,756",362.76,100.00%,362.76,35,199
"2,757",362.66,100.00%,362.66,33,211
"2,758",362.5,100.00%,362.5,8,870
"2,759",362.4,100.00%,362.4,7,994
"2,760",362.29,100.00%,362.29,37,188
"2,761",362.19,100.00%,362.19,38,183
"2,762",362.03,100.00%,362.03,7,993
"2,763",361.88,100.00%,361.88,9,772
"2,764",361.77,100.00%,361.77,46,151
"2,765",361.56,100.00%,361.56,39,178
"2,766",361.41,100.00%,361.41,257,27
"2,767",361.35,100.00%,361.35,3469,2
"2,768",361.25,100.00%,361.25,8,867
"2,769",361.09,100.00%,361.09,2311,3
"2,770",360.94,100.00%,360.94,33,210
"2,771",360.83,100.00%,360.83,8,866
"2,772",360.68,100.00%,360.68,1385,5
"2,773",360.57,100.00%,360.57,7,989
"2,774",360.36,100.00%,360.36,37,187
"2,775",360.31,100.00%,360.31,3459,2
"2,776",360.21,100.00%,360.21,7,988
"2,777",360,100.00%,360,8,864
"2,778",359.84,100.00%,359.84,47,147
"2,779",359.79,100.00%,359.79,11,628
"2,780",359.64,100.00%,359.64,1381,5
"2,781",359.48,100.00%,359.48,34,203
"2,782",359.38,100.00%,359.38,10,690
"2,783",359.22,100.00%,359.22,33,209
"2,784",359.11,100.00%,359.11,35,197
"2,785",359.01,100.00%,359.01,113,61
"2,786",358.85,100.00%,358.85,53,130
"2,787",358.75,100.00%,358.75,41,168
"2,788",358.59,100.00%,358.59,45,153
"2,789",358.44,100.00%,358.44,37,186
"2,790",358.39,100.00%,358.39,7,983
"2,791",358.23,100.00%,358.23,38,181
"2,792",358.13,100.00%,358.13,36,191
"2,793",358.02,100.00%,358.02,7,982
"2,794",357.81,100.00%,357.81,687,10
"2,795",357.71,100.00%,357.71,34,202
"2,796",357.6,100.00%,357.6,3433,2
"2,797",357.5,100.00%,357.5,33,208
"2,798",357.29,100.00%,357.29,35,196
"2,799",357.19,100.00%,357.19,9,762
"2,800",357.08,100.00%,357.08,8,857
"2,801",356.98,100.00%,356.98,46,149
"2,802",356.77,100.00%,356.77,50,137
"2,803",356.67,100.00%,356.67,107,64
